playerid,activity_date,purchases,gameends
43043963,2017-04-20,0,10
40002844,2017-04-20,0,9
19562528,2017-04-20,0,9
20093778,2017-04-20,0,13
47197862,2017-04-20,0,8
22835464,2017-04-20,0,81
33330604,2017-04-20,0,6
25078016,2017-04-20,0,11
47116514,2017-04-20,0,6
25063793,2017-04-20,0,20
744848,2017-04-20,0,37
22035421,2017-04-20,0,9
43009813,2017-04-20,0,6
33123262,2017-04-20,0,8
19348872,2017-04-20,0,16
8664363,2017-04-20,0,8
22506531,2017-04-20,0,14
21136262,2017-04-20,0,30
41003996,2017-04-20,0,8
22785681,2017-04-20,0,11
1943394,2017-04-20,0,9
22346874,2017-04-20,0,20
10787552,2017-04-20,0,18
8017416,2017-04-20,0,3
33026226,2017-04-20,0,22
18111830,2017-04-20,0,11
39062767,2017-04-20,0,26
28077575,2017-04-20,0,7
35091376,2017-04-20,0,5
43181480,2017-04-20,0,9
14864291,2017-04-20,0,18
31145913,2017-04-20,0,33
13211006,2017-04-20,0,26
14025729,2017-04-20,0,1
39200770,2017-04-20,0,6
40250066,2017-04-20,0,6
43051128,2017-04-20,0,4
30186903,2017-04-20,0,9
33174946,2017-04-20,0,16
47026623,2017-04-20,0,12
41241856,2017-04-20,0,12
43237562,2017-04-20,0,5
755182,2017-04-20,0,8
10139838,2017-04-20,0,13
26363963,2017-04-20,0,8
14077610,2017-04-20,0,9
6143785,2017-04-20,0,12
26202210,2017-04-20,0,3
47447213,2017-04-20,0,8
20769053,2017-04-20,0,14
41061485,2017-04-20,0,10
4094654,2017-04-20,0,13
45794974,2017-04-20,0,13
28398512,2017-04-20,0,18
28484719,2017-04-20,0,8
5137734,2017-04-20,0,6
26937886,2017-04-20,0,12
29355451,2017-04-20,0,13
9264028,2017-04-20,0,19
505002,2017-04-20,0,12
16305402,2017-04-20,0,10
45119760,2017-04-20,0,2
5280764,2017-04-20,0,10
36570636,2017-04-20,0,23
25399772,2017-04-20,0,7
20023657,2017-04-20,0,12
44503525,2017-04-20,0,12
27383459,2017-04-20,0,9
23882700,2017-04-20,0,18
16472724,2017-04-20,0,10
31085443,2017-04-20,0,10
46036871,2017-04-20,0,13
34094965,2017-04-20,0,7
17274412,2017-04-20,0,38
41131550,2017-04-20,0,5
8175786,2017-04-20,0,31
31516999,2017-04-20,0,11
34045817,2017-04-20,0,15
19227326,2017-04-20,0,6
43099271,2017-04-20,0,10
21454440,2017-04-20,0,11
43834963,2017-04-20,0,17
26897194,2017-04-20,0,7
32296678,2017-04-20,0,9
41419507,2017-04-20,0,6
21432484,2017-04-20,0,10
40666816,2017-04-20,0,10
5903892,2017-04-20,0,8
27165656,2017-04-20,0,10
42236103,2017-04-20,0,5
26481791,2017-04-20,0,9
21648227,2017-04-20,0,11
31082841,2017-04-20,0,4
37467221,2017-04-20,0,8
40826869,2017-04-20,0,16
46149015,2017-04-20,0,13
43536481,2017-04-20,0,9
31470267,2017-04-20,0,62
11471072,2017-04-20,0,9
37370328,2017-04-20,0,10
41467131,2017-04-20,0,8
296885,2017-04-20,0,11
41007827,2017-04-20,0,10
20679683,2017-04-20,0,10
7581469,2017-04-20,0,9
37208011,2017-04-20,0,10
21133084,2017-04-20,0,18
37499454,2017-04-20,0,18
28320287,2017-04-20,0,8
47151748,2017-04-20,0,8
36024616,2017-04-20,0,9
19142637,2017-04-20,0,14
40050735,2017-04-20,0,10
20071891,2017-04-20,0,21
6067815,2017-04-20,0,12
36241230,2017-04-20,0,19
44030191,2017-04-20,0,4
13028244,2017-04-20,0,14
21549999,2017-04-20,0,4
33085279,2017-04-20,0,15
6753692,2017-04-20,0,17
47064796,2017-04-20,0,5
22636319,2017-04-20,0,11
16143075,2017-04-20,0,15
8239021,2017-04-20,0,14
12197154,2017-04-20,0,46
1084630,2017-04-20,0,18
15634024,2017-04-20,0,13
4717507,2017-04-20,0,14
6305974,2017-04-20,0,11
22196152,2017-04-20,0,4
47011122,2017-04-20,0,12
19217223,2017-04-20,0,36
41083719,2017-04-20,0,11
41103659,2017-04-20,0,11
5122140,2017-04-20,0,8
6201011,2017-04-20,0,12
41073677,2017-04-20,0,11
5339473,2017-04-20,0,12
8078904,2017-04-20,0,5
13528874,2017-04-20,0,7
22572133,2017-04-20,0,10
43041622,2017-04-20,0,7
27307413,2017-04-20,0,19
23417121,2017-04-20,0,7
25085447,2017-04-20,0,13
39095580,2017-04-20,0,4
5336548,2017-04-20,0,21
12283977,2017-04-20,0,9
17511740,2017-04-20,0,22
26201696,2017-04-20,0,15
41162876,2017-04-20,2,8
9733188,2017-04-20,0,13
41485296,2017-04-20,0,10
15091880,2017-04-20,0,9
12680782,2017-04-20,0,11
40111631,2017-04-20,0,28
1810789,2017-04-20,0,5
31322076,2017-04-20,0,13
19182558,2017-04-20,0,10
20922493,2017-04-20,0,2
796774,2017-04-20,0,19
33542696,2017-04-20,0,16
10984136,2017-04-20,0,12
30326635,2017-04-20,0,9
39758815,2017-04-20,0,12
43100755,2017-04-20,0,14
5872146,2017-04-20,0,8
41010159,2017-04-20,0,25
1103064,2017-04-20,0,17
31791026,2017-04-20,0,5
43780236,2017-04-20,0,86
2567668,2017-04-20,0,19
8250787,2017-04-20,0,5
4104280,2017-04-20,0,27
31351012,2017-04-20,0,5
33302905,2017-04-20,0,9
30836990,2017-04-20,0,12
22737595,2017-04-20,0,4
22210871,2017-04-20,0,13
16288657,2017-04-20,0,9
30882369,2017-04-20,0,26
46034804,2017-04-20,0,14
11487881,2017-04-20,0,37
24048697,2017-04-20,0,8
43520467,2017-04-20,0,10
14524415,2017-04-20,0,14
39674770,2017-04-20,0,10
19845417,2017-04-20,0,13
26167369,2017-04-20,0,11
31630139,2017-04-20,0,7
22572450,2017-04-20,0,9
47469496,2017-04-20,0,10
18308821,2017-04-20,0,11
37110201,2017-04-20,0,9
39229675,2017-04-20,0,7
26789587,2017-04-20,0,12
24097723,2017-04-20,0,24
40046931,2017-04-20,0,10
31541281,2017-04-20,0,11
7553037,2017-04-20,0,9
43037583,2017-04-20,0,17
33998091,2017-04-20,0,2
12575445,2017-04-20,0,8
14445230,2017-04-20,0,7
27400932,2017-04-20,0,15
8351812,2017-04-20,0,7
19337784,2017-04-20,0,11
25168074,2017-04-20,0,7
612748,2017-04-20,0,14
27019660,2017-04-20,0,8
21341132,2017-04-20,0,14
47118100,2017-04-20,0,9
13224687,2017-04-20,0,14
25025263,2017-04-20,0,5
30027417,2017-04-20,0,13
11267412,2017-04-20,0,25
13300225,2017-04-20,0,10
16752431,2017-04-20,0,8
21110111,2017-04-20,0,11
37401777,2017-04-20,1,10
14500388,2017-04-20,0,13
37374683,2017-04-20,0,11
27238971,2017-04-20,0,5
43504437,2017-04-20,0,8
43013278,2017-04-20,0,8
16021720,2017-04-20,0,13
35121133,2017-04-20,0,7
28157168,2017-04-20,1,7
13061688,2017-04-20,0,7
12868379,2017-04-20,0,13
33178912,2017-04-20,0,10
610028,2017-04-20,0,10
24168795,2017-04-20,0,18
17288642,2017-04-20,0,12
6198519,2017-04-20,0,7
24056920,2017-04-20,0,18
37033043,2017-04-20,0,10
12026797,2017-04-20,0,10
17375894,2017-04-20,0,9
2157964,2017-04-20,0,6
31609351,2017-04-20,0,9
89473,2017-04-20,0,20
41050911,2017-04-20,0,35
11952732,2017-04-20,0,9
9618772,2017-04-20,0,102
7042913,2017-04-20,0,14
40011501,2017-04-20,0,5
28256393,2017-04-20,0,10
4154486,2017-04-20,0,9
30482181,2017-04-20,0,8
114575,2017-04-20,0,7
24432515,2017-04-20,0,6
41830291,2017-04-20,0,9
39869404,2017-04-20,0,8
43240655,2017-04-20,0,11
22319398,2017-04-20,0,10
31759361,2017-04-20,0,14
45309972,2017-04-20,0,8
4308164,2017-04-20,0,28
47712225,2017-04-20,0,17
16395936,2017-04-20,0,9
6640350,2017-04-20,0,18
47110298,2017-04-20,0,21
6902179,2017-04-20,0,9
13659684,2017-04-20,0,5
39299379,2017-04-20,0,8
36187835,2017-04-20,0,15
41236105,2017-04-20,0,20
40184669,2017-04-20,1,5
7241373,2017-04-20,2,28
39105129,2017-04-20,0,11
32013963,2017-04-20,0,11
7371034,2017-04-20,0,54
41091564,2017-04-20,0,8
27633086,2017-04-20,0,12
12166974,2017-04-20,0,15
31760916,2017-04-20,0,10
41174520,2017-04-20,0,9
39446232,2017-04-20,0,11
40101395,2017-04-20,0,17
33799669,2017-04-20,0,3
9534373,2017-04-20,0,9
23437918,2017-04-20,0,6
8651273,2017-04-20,0,9
9257420,2017-04-20,0,13
20097583,2017-04-20,0,9
40274368,2017-04-20,0,42
11411401,2017-04-20,0,12
46425263,2017-04-20,0,11
43256663,2017-04-20,0,12
8640504,2017-04-20,0,6
15734506,2017-04-20,0,13
8463373,2017-04-20,0,4
36919983,2017-04-20,0,11
11970413,2017-04-20,0,3
10770129,2017-04-20,0,9
2446515,2017-04-20,0,5
2104137,2017-04-20,0,17
40456946,2017-04-20,0,17
28184419,2017-04-20,0,16
31750177,2017-04-20,0,8
25269773,2017-04-20,0,6
33465881,2017-04-20,0,19
47255165,2017-04-20,0,17
39494469,2017-04-20,0,5
23236432,2017-04-20,0,6
19944949,2017-04-20,0,8
22782973,2017-04-20,0,21
4947193,2017-04-20,0,9
32748502,2017-04-20,0,2
37471106,2017-04-20,0,11
14531392,2017-04-20,0,8
25308032,2017-04-20,1,13
24249777,2017-04-20,0,31
12009891,2017-04-20,0,8
36297018,2017-04-20,0,21
2766902,2017-04-20,0,11
2157366,2017-04-20,0,25
40058976,2017-04-20,0,11
9113500,2017-04-20,0,38
22183586,2017-04-20,0,4
36197320,2017-04-20,0,7
26317220,2017-04-20,0,14
19947642,2017-04-20,0,6
41679848,2017-04-20,0,7
15017862,2017-04-20,0,8
22575347,2017-04-20,0,13
21609013,2017-04-20,0,10
25017799,2017-04-20,0,44
20109962,2017-04-20,0,7
33078630,2017-04-20,0,4
8673225,2017-04-20,0,10
36290525,2017-04-20,0,23
1236900,2017-04-20,0,3
26482611,2017-04-20,0,8
456654,2017-04-20,0,14
43125363,2017-04-20,0,15
33115949,2017-04-20,0,12
5752065,2017-04-20,0,4
8782168,2017-04-20,0,5
40681869,2017-04-20,0,28
39345847,2017-04-20,0,7
36176973,2017-04-20,0,10
43135335,2017-04-20,0,10
39038234,2017-04-20,0,66
7435352,2017-04-20,0,7
36103961,2017-04-20,0,23
1364239,2017-04-20,0,11
31039876,2017-04-20,0,9
16450419,2017-04-20,0,16
23250082,2017-04-20,0,6
24164485,2017-04-20,0,9
5123646,2017-04-20,0,15
9557275,2017-04-20,0,22
35071397,2017-04-20,0,11
5949897,2017-04-20,0,7
40340462,2017-04-20,0,7
37054461,2017-04-20,0,12
40176094,2017-04-20,0,10
20361055,2017-04-20,0,14
21082849,2017-04-20,0,10
33294529,2017-04-20,0,11
35195374,2017-04-20,0,12
6274701,2017-04-20,0,44
13374361,2017-04-20,0,41
33153098,2017-04-20,0,16
10149802,2017-04-20,0,29
15294547,2017-04-20,0,12
39145845,2017-04-20,0,8
44069323,2017-04-20,0,12
11725500,2017-04-20,0,6
40518029,2017-04-20,0,6
28106338,2017-04-20,0,8
30001932,2017-04-20,0,22
26552468,2017-04-20,0,33
19968477,2017-04-20,0,16
12823319,2017-04-20,0,7
2716481,2017-04-20,0,10
31459027,2017-04-20,0,12
19130778,2017-04-20,0,6
14132962,2017-04-20,0,10
14101655,2017-04-20,0,13
47243863,2017-04-20,0,6
8145435,2017-04-20,0,17
22813769,2017-04-20,0,7
39133301,2017-04-20,0,3
7164140,2017-04-20,0,8
20899897,2017-04-20,0,10
33061837,2017-04-20,0,4
9946518,2017-04-20,0,67
16191964,2017-04-20,0,8
187041,2017-04-20,0,8
40205574,2017-04-20,0,10
13015512,2017-04-20,0,10
4066400,2017-04-20,0,7
41005108,2017-04-20,0,9
43142887,2017-04-20,0,11
25205716,2017-04-20,0,9
15093430,2017-04-20,0,9
2219327,2017-04-20,0,4
27145234,2017-04-20,0,9
31029911,2017-04-20,0,8
39130755,2017-04-20,0,12
25083596,2017-04-20,0,4
26442453,2017-04-20,0,19
9865685,2017-04-20,0,18
47274278,2017-04-20,0,10
47104512,2017-04-20,0,7
8890732,2017-04-20,0,7
20743411,2017-04-20,0,36
8431904,2017-04-20,0,18
23030769,2017-04-20,0,14
10239880,2017-04-20,0,22
25123927,2017-04-20,0,6
7682866,2017-04-20,0,7
43111685,2017-04-20,0,7
23088314,2017-04-20,0,24
23364057,2017-04-20,0,6
19214425,2017-04-20,0,14
39030559,2017-04-20,0,5
4846898,2017-04-20,0,12
39017518,2017-04-20,0,10
39059079,2017-04-20,0,5
8370704,2017-04-20,0,50
37013239,2017-04-20,0,7
12233922,2017-04-20,0,27
20393863,2017-04-20,0,9
39414551,2017-04-20,0,10
24288840,2017-04-20,0,10
22068408,2017-04-20,0,42
40034236,2017-04-20,0,11
5493898,2017-04-20,0,8
19610459,2017-04-20,0,0
11857740,2017-04-20,0,6
5399943,2017-04-20,0,11
9167834,2017-04-20,0,8
43061297,2017-04-20,0,15
40037631,2017-04-20,0,13
10088549,2017-04-20,0,13
27019729,2017-04-20,0,13
7802550,2017-04-20,0,9
9930493,2017-04-20,0,17
28494004,2017-04-20,0,10
43145895,2017-04-20,0,17
16370489,2017-04-20,0,8
16108502,2017-04-20,0,8
13901068,2017-04-20,0,10
19074723,2017-04-20,0,7
47110611,2017-04-20,0,15
35017649,2017-04-20,0,20
25157296,2017-04-20,0,7
1746817,2017-04-20,0,20
25122846,2017-04-20,0,5
25201338,2017-04-20,0,10
44085888,2017-04-20,0,23
33277134,2017-04-20,0,7
8434962,2017-04-20,0,16
43663624,2017-04-20,0,13
5408383,2017-04-20,0,15
16014755,2017-04-20,0,4
25255780,2017-04-20,0,7
18301589,2017-04-20,0,32
36227444,2017-04-20,0,12
14169597,2017-04-20,0,8
30170904,2017-04-20,0,10
11019464,2017-04-20,0,14
720173,2017-04-20,0,11
11237590,2017-04-20,0,10
16384630,2017-04-20,0,9
33223065,2017-04-20,0,8
47498172,2017-04-20,0,5
8237980,2017-04-20,0,10
16162115,2017-04-20,0,21
20658968,2017-04-20,0,12
8670017,2017-04-20,0,16
15119734,2017-04-20,0,18
15920910,2017-04-20,0,26
40452744,2017-04-20,0,11
47653657,2017-04-20,1,4
23514606,2017-04-20,0,9
10321973,2017-04-20,0,16
32228359,2017-04-20,0,11
39584650,2017-04-20,0,14
46001990,2017-04-20,0,12
43767444,2017-04-20,0,12
11244592,2017-04-20,0,10
24618024,2017-04-20,0,8
43507111,2017-04-20,0,8
47102822,2017-04-20,0,8
28622871,2017-04-20,0,11
39110370,2017-04-20,0,3
21767489,2017-04-20,0,15
40124358,2017-04-20,0,7
32220921,2017-04-20,0,16
47365902,2017-04-20,0,5
41804644,2017-04-20,0,12
14764449,2017-04-20,0,22
40522624,2017-04-20,0,4
5301509,2017-04-20,0,49
21559528,2017-04-20,0,9
30982224,2017-04-20,0,11
7385626,2017-04-20,0,6
27657506,2017-04-20,0,10
33804689,2017-04-20,0,20
21054178,2017-04-20,0,12
22949320,2017-04-20,0,10
45139965,2017-04-20,0,6
34348402,2017-04-20,0,11
19679614,2017-04-20,0,10
35309222,2017-04-20,0,14
13283739,2017-04-20,0,9
19213417,2017-04-20,0,9
46451045,2017-04-20,0,13
14326451,2017-04-20,0,13
31405907,2017-04-20,0,8
10375845,2017-04-20,0,26
30218789,2017-04-20,0,12
35058440,2017-04-20,0,17
16770789,2017-04-20,0,8
40509676,2017-04-20,0,10
47584773,2017-04-20,0,18
37676004,2017-04-20,0,11
15710030,2017-04-20,0,9
19043515,2017-04-20,0,11
14202623,2017-04-20,0,52
12230049,2017-04-20,0,3
30173904,2017-04-20,0,21
45433439,2017-04-20,0,16
20405239,2017-04-20,0,5
35354535,2017-04-20,0,5
6982958,2017-04-20,0,25
9785808,2017-04-20,0,6
28382039,2017-04-20,0,13
41039388,2017-04-20,0,8
13959531,2017-04-20,0,8
41310012,2017-04-20,0,17
12231903,2017-04-20,0,11
45103330,2017-04-20,0,8
21130879,2017-04-20,0,6
46065033,2017-04-20,0,9
46022801,2017-04-20,0,45
46283157,2017-04-20,0,33
40436344,2017-04-20,0,14
15897447,2017-04-20,0,10
15850380,2017-04-20,0,8
27639753,2017-04-20,0,9
17530417,2017-04-20,0,8
36465824,2017-04-20,0,6
18023977,2017-04-20,0,13
21572194,2017-04-20,0,15
33677972,2017-04-20,1,9
37626289,2017-04-20,0,4
33684471,2017-04-20,0,8
9006618,2017-04-20,0,5
8307630,2017-04-20,0,29
22256295,2017-04-20,0,45
36474284,2017-04-20,0,7
22351320,2017-04-20,0,6
22933660,2017-04-20,0,9
40094815,2017-04-20,0,9
17092146,2017-04-20,0,10
47170650,2017-04-20,0,10
12412629,2017-04-20,0,12
35160974,2017-04-20,0,8
20683062,2017-04-20,0,9
25771532,2017-04-20,0,13
42149097,2017-04-20,0,22
44532449,2017-04-20,0,7
18522425,2017-04-20,0,10
32023037,2017-04-20,0,8
40770260,2017-04-20,0,16
42077634,2017-04-20,0,10
31348921,2017-04-20,0,9
44065218,2017-04-20,0,9
12149819,2017-04-20,0,7
17781573,2017-04-20,17,10
4869073,2017-04-20,0,21
16688515,2017-04-20,0,1
13882028,2017-04-20,0,13
47499108,2017-04-20,0,6
36570600,2017-04-20,0,3
35353450,2017-04-20,0,21
22216056,2017-04-20,0,12
25882359,2017-04-20,0,20
40310529,2017-04-20,0,12
22763284,2017-04-20,0,13
30524494,2017-04-20,0,8
9069671,2017-04-20,0,11
40536636,2017-04-20,0,8
41505737,2017-04-20,0,15
1156811,2017-04-20,0,64
31648392,2017-04-20,2,4
40904488,2017-04-20,0,14
27896152,2017-04-20,0,7
7310745,2017-04-20,0,16
8864821,2017-04-20,0,5
22511138,2017-04-20,0,21
47300674,2017-04-20,0,9
11180181,2017-04-20,0,16
2267891,2017-04-20,0,21
40534889,2017-04-20,0,7
46057732,2017-04-20,0,65
37038643,2017-04-20,0,8
37090045,2017-04-20,0,9
5572702,2017-04-20,0,8
32067357,2017-04-20,0,17
14314288,2017-04-20,0,13
39578878,2017-04-20,0,4
6795742,2017-04-20,0,8
28786631,2017-04-20,0,16
31687130,2017-04-20,0,10
5248397,2017-04-20,0,15
4601114,2017-04-20,0,15
23510366,2017-04-20,0,2
22178067,2017-04-20,0,7
1357465,2017-04-20,0,17
21520958,2017-04-20,0,7
16543652,2017-04-20,0,10
13409981,2017-04-20,0,8
39004219,2017-04-20,0,14
30437283,2017-04-20,0,23
40721924,2017-04-20,0,11
2560458,2017-04-20,0,11
12345654,2017-04-20,0,8
5842113,2017-04-20,0,10
6942245,2017-04-20,0,6
39745860,2017-04-20,0,7
29576838,2017-04-20,0,5
16162189,2017-04-20,0,17
33622154,2017-04-20,0,6
40432752,2017-04-20,0,23
17115449,2017-04-20,0,26
31324918,2017-04-20,0,4
10697581,2017-04-20,0,44
40526067,2017-04-20,0,10
6183699,2017-04-20,0,6
39048088,2017-04-20,0,14
31155880,2017-04-20,0,13
40073457,2017-04-20,0,24
30134526,2017-04-20,0,13
8346177,2017-04-20,0,31
19364381,2017-04-20,0,12
12217078,2017-04-20,0,12
23206270,2017-04-20,0,10
13853100,2017-04-20,0,22
13275750,2017-04-20,0,7
20027371,2017-04-20,0,3
27299443,2017-04-20,0,16
47174862,2017-04-20,0,11
31210101,2017-04-20,0,27
44105069,2017-04-20,0,9
33012266,2017-04-20,0,11
15329696,2017-04-20,0,6
6156392,2017-04-20,0,12
37252570,2017-04-20,0,8
7125855,2017-04-20,0,11
47254404,2017-04-20,0,12
17109618,2017-04-20,0,8
6116521,2017-04-20,0,19
7239104,2017-04-20,0,6
25561697,2017-04-20,0,6
43614350,2017-04-20,0,35
27195428,2017-04-20,0,14
19196876,2017-04-20,0,12
19002461,2017-04-20,0,9
35265491,2017-04-20,0,15
24864073,2017-04-20,0,12
23042490,2017-04-20,0,8
5700101,2017-04-20,0,10
47358278,2017-04-20,0,10
36066051,2017-04-20,0,7
8357912,2017-04-20,0,12
5085356,2017-04-20,0,40
37183437,2017-04-20,0,8
28325145,2017-04-20,0,4
35052946,2017-04-20,0,6
15491573,2017-04-20,0,12
22498602,2017-04-20,0,9
35358988,2017-04-20,0,7
9549288,2017-04-20,0,5
47083599,2017-04-20,0,26
39094973,2017-04-20,0,8
12214590,2017-04-20,5,6
18002850,2017-04-20,0,13
10345735,2017-04-20,0,22
1657083,2017-04-20,0,5
45140161,2017-04-20,0,12
22112793,2017-04-20,0,27
9456176,2017-04-20,0,10
4355636,2017-04-20,0,11
2480484,2017-04-20,0,8
2243538,2017-04-20,0,20
22616601,2017-04-20,0,9
32132889,2017-04-20,0,18
31020209,2017-04-20,0,14
16348428,2017-04-20,0,9
30500940,2017-04-20,0,13
7081056,2017-04-20,0,6
33353597,2017-04-20,0,11
20031197,2017-04-20,0,8
44307406,2017-04-20,0,10
44165520,2017-04-20,0,7
41288433,2017-04-20,0,17
24869511,2017-04-20,1,13
45115085,2017-04-20,0,12
27094207,2017-04-20,0,5
30895506,2017-04-20,0,8
40498708,2017-04-20,0,34
697633,2017-04-20,0,9
30023087,2017-04-20,0,66
14800620,2017-04-20,0,5
8367940,2017-04-20,0,5
44005914,2017-04-20,0,10
39085365,2017-04-20,0,4
8404385,2017-04-20,0,7
42808456,2017-04-20,0,24
15882314,2017-04-20,0,11
32302569,2017-04-20,0,7
17146365,2017-04-20,0,5
28203019,2017-04-20,0,7
18630820,2017-04-20,0,12
40841924,2017-04-20,0,10
39301292,2017-04-20,0,20
5176572,2017-04-20,0,8
21059175,2017-04-20,0,49
44193162,2017-04-20,0,8
23868002,2017-04-20,0,9
43157955,2017-04-20,0,9
37674201,2017-04-20,0,10
39244331,2017-04-20,0,13
40863939,2017-04-20,0,16
37150216,2017-04-20,0,7
17732191,2017-04-20,0,16
40456422,2017-04-20,0,4
20711117,2017-04-20,0,7
29225344,2017-04-20,0,10
35176210,2017-04-20,0,8
47297619,2017-04-20,0,63
14758089,2017-04-20,0,32
40857890,2017-04-20,0,22
2195445,2017-04-20,0,10
17682100,2017-04-20,0,5
6115469,2017-04-20,0,16
43161661,2017-04-20,0,25
47162636,2017-04-20,0,6
31872533,2017-04-20,0,11
44195756,2017-04-20,0,6
4826873,2017-04-20,0,9
47055304,2017-04-20,0,3
15045779,2017-04-20,0,13
33089064,2017-04-20,0,4
13486312,2017-04-20,0,5
19520983,2017-04-20,0,11
6555292,2017-04-20,0,11
35061112,2017-04-20,0,18
19243354,2017-04-20,0,7
43073752,2017-04-20,0,9
37065260,2017-04-20,0,9
23611787,2017-04-20,0,8
113594,2017-04-20,0,15
44007638,2017-04-20,0,31
47112106,2017-04-20,0,16
19280996,2017-04-20,0,31
6057971,2017-04-20,0,20
22563440,2017-04-20,0,9
33512114,2017-04-20,0,11
41039762,2017-04-20,0,10
37059874,2017-04-20,0,10
7085715,2017-04-20,0,15
22538232,2017-04-20,0,24
10317335,2017-04-20,0,8
473007,2017-04-20,0,13
5033865,2017-04-20,0,16
35132465,2017-04-20,0,10
25021696,2017-04-20,0,6
14145885,2017-04-20,0,21
1281698,2017-04-20,0,13
43034731,2017-04-20,0,2
27050436,2017-04-20,0,9
16286200,2017-04-20,0,10
12539506,2017-04-20,0,5
1006094,2017-04-20,0,7
11160279,2017-04-20,0,11
529578,2017-04-20,0,22
20723208,2017-04-20,0,11
35215921,2017-04-20,0,14
4922009,2017-04-20,0,8
43000892,2017-04-20,1,11
47089271,2017-04-20,0,5
43036043,2017-04-20,0,19
243580,2017-04-20,0,16
23306543,2017-04-20,0,20
19032739,2017-04-20,0,5
8893397,2017-04-20,0,22
22500876,2017-04-20,0,9
33414857,2017-04-20,0,41
40036348,2017-04-20,0,5
47120312,2017-04-20,0,7
25703202,2017-04-20,0,8
6373755,2017-04-20,0,4
33409249,2017-04-20,0,8
37004474,2017-04-20,0,7
28320274,2017-04-20,0,9
11914687,2017-04-20,0,67
32793434,2017-04-20,0,9
30155878,2017-04-20,0,19
47402065,2017-04-20,0,10
28006423,2017-04-20,0,5
26092453,2017-04-20,0,13
36485479,2017-04-20,0,8
42203702,2017-04-20,0,8
27306406,2017-04-20,0,14
10787622,2017-04-20,0,9
23591398,2017-04-20,0,14
21195464,2017-04-20,0,7
16113168,2017-04-20,0,11
14631088,2017-04-20,0,7
22183261,2017-04-20,0,8
47210550,2017-04-20,0,10
27453803,2017-04-20,0,25
44430026,2017-04-20,0,16
31241229,2017-04-20,0,10
43072877,2017-04-20,0,15
47039547,2017-04-20,0,22
24140348,2017-04-20,1,7
27814070,2017-04-20,0,9
15511346,2017-04-20,0,15
46120903,2017-04-20,0,6
2164571,2017-04-20,0,5
40313438,2017-04-20,0,12
30133262,2017-04-20,0,18
47737931,2017-04-20,0,12
39077815,2017-04-20,0,8
33853086,2017-04-20,0,4
11930217,2017-04-20,0,5
4490350,2017-04-20,0,12
47510983,2017-04-20,0,10
14433997,2017-04-20,0,8
33875668,2017-04-20,0,18
1023010,2017-04-20,0,7
25208346,2017-04-20,0,13
44185056,2017-04-20,0,10
46476196,2017-04-20,0,19
18301028,2017-04-20,0,9
25433224,2017-04-20,0,8
43123510,2017-04-20,0,62
28113391,2017-04-20,0,24
14115699,2017-04-20,0,34
37434714,2017-04-20,0,7
8739605,2017-04-20,0,8
21829133,2017-04-20,0,7
40200763,2017-04-20,0,10
13265551,2017-04-20,0,7
33874953,2017-04-20,0,7
39337454,2017-04-20,0,10
28099574,2017-04-20,0,16
24274255,2017-04-20,0,25
7394450,2017-04-20,0,9
10149073,2017-04-20,0,12
7447898,2017-04-20,0,5
26225672,2017-04-20,0,9
33538446,2017-04-20,0,11
28073937,2017-04-20,0,10
6031856,2017-04-20,0,12
6652099,2017-04-20,0,9
1481979,2017-04-20,0,14
22350245,2017-04-20,0,13
16289348,2017-04-20,0,15
39525123,2017-04-20,0,4
25222757,2017-04-20,0,9
33415309,2017-04-20,0,10
20912185,2017-04-20,0,10
31248737,2017-04-20,0,14
7063228,2017-04-20,0,7
21108084,2017-04-20,0,9
30164412,2017-04-20,0,9
4991921,2017-04-20,0,14
24340518,2017-04-20,0,36
12670317,2017-04-20,0,9
13623163,2017-04-20,0,4
18148310,2017-04-20,0,19
14118874,2017-04-20,0,10
37208191,2017-04-20,0,9
4524807,2017-04-20,0,16
37318770,2017-04-20,0,5
15304801,2017-04-20,0,7
40252960,2017-04-20,0,8
25260464,2017-04-20,0,5
4210460,2017-04-20,0,11
9073902,2017-04-20,0,12
17370694,2017-04-20,0,1
31589358,2017-04-20,0,10
39049487,2017-04-20,0,12
43105417,2017-04-20,0,19
15229876,2017-04-20,0,6
39238132,2017-04-20,0,3
18322375,2017-04-20,0,5
40099478,2017-04-20,0,10
5008616,2017-04-20,0,7
9774225,2017-04-20,0,8
47360449,2017-04-20,0,9
2422433,2017-04-20,0,3
23167664,2017-04-20,0,8
12522723,2017-04-20,0,11
24073901,2017-04-20,0,11
23006451,2017-04-20,0,21
10849393,2017-04-20,0,3
6823442,2017-04-20,0,4
9959662,2017-04-20,0,5
11216693,2017-04-20,0,4
23086697,2017-04-20,0,17
37034006,2017-04-20,0,5
28111329,2017-04-20,0,64
4476745,2017-04-20,0,9
9368463,2017-04-20,0,14
39316788,2017-04-20,0,4
44185232,2017-04-20,0,7
36771717,2017-04-20,0,37
12355116,2017-04-20,0,11
36088176,2017-04-20,0,8
26827287,2017-04-20,0,3
46199965,2017-04-20,0,10
4226748,2017-04-20,0,11
6296714,2017-04-20,0,13
33161572,2017-04-20,0,9
43422177,2017-04-20,0,9
31782067,2017-04-20,0,12
12715306,2017-04-20,0,7
37383380,2017-04-20,0,9
306432,2017-04-20,0,9
23005637,2017-04-20,0,12
35165733,2017-04-20,0,14
